age,education,marital_status,occupation,race,sex,native_country
64,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
42,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
60,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
58,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
59,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
52,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
33,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
46,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
39,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
54,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
65,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
65,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
56,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
32,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
20,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
50,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
29,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
33,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
54,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
49,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
25,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
47,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
62,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
41,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
57,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
51,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
40,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
60,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
57,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
43,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
61,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
43,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
52,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
34,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
35,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
61,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
28,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
53,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
70,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
49,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
37,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
41,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
42,HS-grad,Married-civ-spouse,Sales,White,Male,United-States
45,Masters,Married-civ-spouse,Sales,White,Male,United-States
57,Masters,Married-civ-spouse,Sales,White,Male,United-States
71,Masters,Married-civ-spouse,Sales,White,Male,United-States
61,Masters,Married-civ-spouse,Sales,White,Male,United-States
65,Masters,Married-civ-spouse,Sales,White,Male,United-States
54,Masters,Married-civ-spouse,Sales,White,Male,United-States
58,Masters,Married-civ-spouse,Sales,White,Male,United-States
57,Masters,Married-civ-spouse,Sales,White,Male,United-States
63,Masters,Married-civ-spouse,Sales,White,Male,United-States
29,Masters,Married-civ-spouse,Sales,White,Male,United-States
47,Masters,Married-civ-spouse,Sales,White,Male,United-States
61,Masters,Married-civ-spouse,Sales,White,Male,United-States
43,Masters,Married-civ-spouse,Sales,White,Male,United-States
54,Masters,Married-civ-spouse,Sales,White,Male,United-States
36,Masters,Married-civ-spouse,Sales,White,Male,United-States
35,Masters,Married-civ-spouse,Sales,White,Male,United-States
42,Masters,Married-civ-spouse,Sales,White,Male,United-States
62,Masters,Married-civ-spouse,Sales,White,Male,United-States
53,Masters,Married-civ-spouse,Sales,White,Male,United-States
35,Masters,Married-civ-spouse,Sales,White,Male,United-States
66,Masters,Married-civ-spouse,Sales,White,Male,United-States
36,Masters,Married-civ-spouse,Sales,White,Male,United-States
39,Masters,Married-civ-spouse,Sales,White,Male,United-States
67,Masters,Married-civ-spouse,Sales,White,Male,United-States
55,Masters,Married-civ-spouse,Sales,White,Male,United-States
54,Masters,Married-civ-spouse,Sales,White,Male,United-States
40,Masters,Married-civ-spouse,Sales,White,Male,United-States
45,Masters,Married-civ-spouse,Sales,White,Male,United-States
51,Masters,Married-civ-spouse,Sales,White,Male,United-States
46,Masters,Married-civ-spouse,Sales,White,Male,United-States
50,Masters,Married-civ-spouse,Sales,White,Male,United-States
49,Masters,Married-civ-spouse,Sales,White,Male,United-States
31,Masters,Married-civ-spouse,Sales,White,Male,United-States
50,Masters,Married-civ-spouse,Sales,White,Male,United-States
45,Masters,Married-civ-spouse,Sales,White,Male,United-States
59,Masters,Married-civ-spouse,Sales,White,Male,United-States
66,Masters,Married-civ-spouse,Sales,White,Male,United-States
51,Masters,Married-civ-spouse,Sales,White,Male,United-States
61,Masters,Married-civ-spouse,Sales,White,Male,United-States
40,Masters,Married-civ-spouse,Sales,White,Male,United-States
54,Masters,Married-civ-spouse,Sales,White,Male,United-States
49,Masters,Married-civ-spouse,Sales,White,Male,United-States
52,Masters,Married-civ-spouse,Sales,White,Male,United-States
50,Masters,Married-civ-spouse,Sales,White,Male,United-States
35,Masters,Married-civ-spouse,Sales,White,Male,United-States
49,Masters,Married-civ-spouse,Sales,White,Male,United-States
51,Masters,Married-civ-spouse,Sales,White,Male,United-States
62,Masters,Married-civ-spouse,Sales,White,Male,United-States
53,Masters,Married-civ-spouse,Sales,White,Male,United-States
31,Masters,Married-civ-spouse,Sales,White,Male,United-States
48,Masters,Married-civ-spouse,Sales,White,Male,United-States
42,Masters,Married-civ-spouse,Sales,White,Male,United-States
34,Masters,Married-civ-spouse,Sales,White,Male,United-States
50,Masters,Married-civ-spouse,Sales,White,Male,United-States
55,Masters,Married-civ-spouse,Sales,White,Male,United-States
50,Masters,Married-civ-spouse,Sales,White,Male,United-States
59,Masters,Married-civ-spouse,Sales,White,Male,United-States
54,Masters,Married-civ-spouse,Sales,White,Male,United-States
46,Masters,Married-civ-spouse,Sales,White,Male,United-States
57,Masters,Married-civ-spouse,Sales,White,Male,United-States
49,Masters,Married-civ-spouse,Sales,White,Male,United-States
52,Masters,Married-civ-spouse,Sales,White,Male,United-States
49,Masters,Married-civ-spouse,Sales,White,Male,United-States
46,Masters,Married-civ-spouse,Sales,White,Male,United-States
36,Masters,Married-civ-spouse,Sales,White,Male,United-States
35,Masters,Married-civ-spouse,Sales,White,Male,United-States
50,Masters,Married-civ-spouse,Sales,White,Male,United-States
36,Masters,Married-civ-spouse,Sales,White,Male,United-States
29,Masters,Married-civ-spouse,Sales,White,Male,United-States
55,Masters,Married-civ-spouse,Sales,White,Male,United-States
67,Masters,Married-civ-spouse,Sales,White,Male,United-States
35,Masters,Married-civ-spouse,Sales,White,Male,United-States
50,Masters,Married-civ-spouse,Sales,White,Male,United-States
34,Masters,Married-civ-spouse,Sales,White,Male,United-States
59,Prof-school,Married-civ-spouse,Sales,White,Male,United-States
32,Prof-school,Married-civ-spouse,Sales,White,Male,United-States
41,Prof-school,Married-civ-spouse,Sales,White,Male,United-States
36,Prof-school,Married-civ-spouse,Sales,White,Male,United-States
37,Prof-school,Married-civ-spouse,Sales,White,Male,United-States
52,Prof-school,Married-civ-spouse,Sales,White,Male,United-States
39,Prof-school,Married-civ-spouse,Sales,White,Male,United-States
60,Prof-school,Married-civ-spouse,Sales,White,Male,United-States
47,Prof-school,Married-civ-spouse,Sales,White,Male,United-States
37,Some-college,Married-civ-spouse,Sales,White,Male,United-States
56,Some-college,Married-civ-spouse,Sales,White,Male,United-States
55,Some-college,Married-civ-spouse,Sales,White,Male,United-States
51,Some-college,Married-civ-spouse,Sales,White,Male,United-States
59,Some-college,Married-civ-spouse,Sales,White,Male,United-States
77,Some-college,Married-civ-spouse,Sales,White,Male,United-States
56,Some-college,Married-civ-spouse,Sales,White,Male,United-States
20,Some-college,Married-civ-spouse,Sales,White,Male,United-States
27,Some-college,Married-civ-spouse,Sales,White,Male,United-States
36,Some-college,Married-civ-spouse,Sales,White,Male,United-States
44,Some-college,Married-civ-spouse,Sales,White,Male,United-States
35,Some-college,Married-civ-spouse,Sales,White,Male,United-States
52,Some-college,Married-civ-spouse,Sales,White,Male,United-States
49,Some-college,Married-civ-spouse,Sales,White,Male,United-States
56,Some-college,Married-civ-spouse,Sales,White,Male,United-States
44,Some-college,Married-civ-spouse,Sales,White,Male,United-States
45,Some-college,Married-civ-spouse,Sales,White,Male,United-States
32,Some-college,Married-civ-spouse,Sales,White,Male,United-States
48,Some-college,Married-civ-spouse,Sales,White,Male,United-States
50,Some-college,Married-civ-spouse,Sales,White,Male,United-States
44,Some-college,Married-civ-spouse,Sales,White,Male,United-States
43,Some-college,Married-civ-spouse,Sales,White,Male,United-States
54,Some-college,Married-civ-spouse,Sales,White,Male,United-States
43,Some-college,Married-civ-spouse,Sales,White,Male,United-States
66,Some-college,Married-civ-spouse,Sales,White,Male,United-States
33,Some-college,Married-civ-spouse,Sales,White,Male,United-States
43,Some-college,Married-civ-spouse,Sales,White,Male,United-States
41,Some-college,Married-civ-spouse,Sales,White,Male,United-States
54,Some-college,Married-civ-spouse,Sales,White,Male,United-States
41,Some-college,Married-civ-spouse,Sales,White,Male,United-States
51,Some-college,Married-civ-spouse,Sales,White,Male,United-States
34,Some-college,Married-civ-spouse,Sales,White,Male,United-States
43,Some-college,Married-civ-spouse,Sales,White,Male,United-States
61,Some-college,Married-civ-spouse,Sales,White,Male,United-States
30,Some-college,Married-civ-spouse,Sales,White,Male,United-States
57,Some-college,Married-civ-spouse,Sales,White,Male,United-States
50,Some-college,Married-civ-spouse,Sales,White,Male,United-States
42,Some-college,Married-civ-spouse,Sales,White,Male,United-States
61,Some-college,Married-civ-spouse,Sales,White,Male,United-States
46,Some-college,Married-civ-spouse,Sales,White,Male,United-States
28,Some-college,Married-civ-spouse,Sales,White,Male,United-States
48,Some-college,Married-civ-spouse,Sales,White,Male,United-States
46,Some-college,Married-civ-spouse,Sales,White,Male,United-States
50,Some-college,Married-civ-spouse,Sales,White,Male,United-States
46,Some-college,Married-civ-spouse,Sales,White,Male,United-States
25,Some-college,Married-civ-spouse,Sales,White,Male,United-States
45,Some-college,Married-civ-spouse,Sales,White,Male,United-States
30,Some-college,Married-civ-spouse,Sales,White,Male,United-States
41,Some-college,Married-civ-spouse,Sales,White,Male,United-States
52,Some-college,Married-civ-spouse,Sales,White,Male,United-States
40,Some-college,Married-civ-spouse,Sales,White,Male,United-States
31,Some-college,Married-civ-spouse,Sales,White,Male,United-States
54,Some-college,Married-civ-spouse,Sales,White,Male,United-States
65,Some-college,Married-civ-spouse,Sales,White,Male,United-States
26,Some-college,Married-civ-spouse,Sales,White,Male,United-States
42,Some-college,Married-civ-spouse,Sales,White,Male,United-States
46,Some-college,Married-civ-spouse,Sales,White,Male,United-States
53,Some-college,Married-civ-spouse,Sales,White,Male,United-States
44,Some-college,Married-civ-spouse,Sales,White,Male,United-States
49,Some-college,Married-civ-spouse,Sales,White,Male,United-States
52,Some-college,Married-civ-spouse,Sales,White,Male,United-States
51,Some-college,Married-civ-spouse,Sales,White,Male,United-States
57,Some-college,Married-civ-spouse,Sales,White,Male,United-States
26,Some-college,Married-civ-spouse,Sales,White,Male,United-States
37,Some-college,Married-civ-spouse,Sales,White,Male,United-States
67,Some-college,Married-civ-spouse,Sales,White,Male,United-States
38,Some-college,Married-civ-spouse,Sales,White,Male,United-States
43,Some-college,Married-civ-spouse,Sales,White,Male,United-States
65,Some-college,Married-civ-spouse,Sales,White,Male,United-States
39,Some-college,Married-civ-spouse,Sales,White,Male,United-States
51,Some-college,Married-civ-spouse,Sales,White,Male,United-States
51,Some-college,Married-civ-spouse,Sales,White,Male,United-States
36,Some-college,Married-civ-spouse,Sales,White,Male,United-States
42,Some-college,Married-civ-spouse,Sales,White,Male,United-States
33,Some-college,Married-civ-spouse,Sales,White,Male,United-States
61,Some-college,Married-civ-spouse,Sales,White,Male,United-States
41,Some-college,Married-civ-spouse,Sales,White,Male,United-States
40,Some-college,Married-civ-spouse,Sales,White,Male,United-States
81,Some-college,Married-civ-spouse,Sales,White,Male,United-States
25,Some-college,Married-civ-spouse,Sales,White,Male,United-States
32,Some-college,Married-civ-spouse,Sales,White,Male,United-States
26,Some-college,Married-civ-spouse,Sales,White,Male,United-States
36,Some-college,Married-civ-spouse,Sales,White,Male,United-States
45,Some-college,Married-civ-spouse,Sales,White,Male,United-States
44,Some-college,Married-civ-spouse,Sales,White,Male,United-States
64,Some-college,Married-civ-spouse,Sales,White,Male,United-States
58,Some-college,Married-civ-spouse,Sales,White,Male,United-States
54,Some-college,Married-civ-spouse,Sales,White,Male,United-States
43,Some-college,Married-civ-spouse,Sales,White,Male,United-States
54,Some-college,Married-civ-spouse,Sales,White,Male,United-States
45,Some-college,Married-civ-spouse,Sales,White,Male,United-States
35,Some-college,Married-civ-spouse,Sales,White,Male,United-States
27,Some-college,Married-civ-spouse,Sales,White,Male,United-States
39,Some-college,Married-civ-spouse,Sales,White,Male,United-States
36,Some-college,Married-civ-spouse,Sales,White,Male,United-States
35,Some-college,Married-civ-spouse,Sales,White,Male,United-States
34,Some-college,Married-civ-spouse,Sales,White,Male,United-States
54,Some-college,Married-civ-spouse,Sales,White,Male,United-States
40,Some-college,Married-civ-spouse,Sales,White,Male,United-States
35,Some-college,Married-civ-spouse,Sales,White,Male,United-States
46,Some-college,Married-civ-spouse,Sales,White,Male,United-States
35,Some-college,Married-civ-spouse,Sales,White,Male,United-States
46,Some-college,Married-civ-spouse,Sales,White,Male,United-States
62,Some-college,Married-civ-spouse,Sales,White,Male,United-States
61,Some-college,Married-civ-spouse,Sales,White,Male,United-States
26,Some-college,Married-civ-spouse,Sales,White,Male,United-States
41,Some-college,Married-civ-spouse,Sales,White,Male,United-States
64,Some-college,Married-civ-spouse,Sales,White,Male,United-States
51,Some-college,Married-civ-spouse,Sales,White,Male,United-States
52,Some-college,Married-civ-spouse,Sales,White,Male,United-States
61,Some-college,Married-civ-spouse,Sales,White,Male,United-States
37,Some-college,Married-civ-spouse,Sales,White,Male,United-States
22,Some-college,Married-civ-spouse,Sales,White,Male,United-States
38,Some-college,Married-civ-spouse,Sales,White,Male,United-States
55,Some-college,Married-civ-spouse,Sales,White,Male,United-States
51,Some-college,Married-civ-spouse,Sales,White,Male,United-States
57,Some-college,Married-civ-spouse,Sales,White,Male,United-States
36,Some-college,Married-civ-spouse,Sales,White,Male,United-States
38,Some-college,Married-civ-spouse,Sales,White,Male,United-States
35,Some-college,Married-civ-spouse,Sales,White,Male,United-States
38,Some-college,Married-civ-spouse,Sales,White,Male,United-States
54,Some-college,Married-civ-spouse,Sales,White,Male,United-States
40,Some-college,Married-civ-spouse,Sales,White,Male,United-States
70,Some-college,Married-civ-spouse,Sales,White,Male,United-States
84,Some-college,Married-civ-spouse,Sales,White,Male,United-States
32,Some-college,Married-civ-spouse,Sales,White,Male,United-States
46,Some-college,Married-civ-spouse,Sales,White,Male,United-States
34,Some-college,Married-civ-spouse,Sales,White,Male,United-States
61,Some-college,Married-civ-spouse,Sales,White,Male,United-States
30,Some-college,Married-civ-spouse,Sales,White,Male,United-States
44,Some-college,Married-civ-spouse,Sales,White,Male,United-States
47,Some-college,Married-civ-spouse,Sales,White,Male,United-States
41,Some-college,Married-civ-spouse,Sales,White,Male,United-States
47,Some-college,Married-civ-spouse,Sales,White,Male,United-States
36,Some-college,Married-civ-spouse,Sales,White,Male,United-States
51,Some-college,Married-civ-spouse,Sales,White,Male,United-States
48,Some-college,Married-civ-spouse,Sales,White,Male,United-States
41,Some-college,Married-civ-spouse,Sales,White,Male,United-States
67,Some-college,Married-civ-spouse,Sales,White,Male,United-States
39,Some-college,Married-civ-spouse,Sales,White,Male,United-States
44,Some-college,Married-civ-spouse,Sales,White,Male,United-States
48,Some-college,Married-civ-spouse,Sales,White,Male,United-States
56,Some-college,Married-civ-spouse,Sales,White,Male,United-States
25,Some-college,Married-civ-spouse,Sales,White,Male,United-States
25,Some-college,Married-civ-spouse,Sales,White,Male,United-States
50,Some-college,Married-civ-spouse,Sales,White,Male,United-States
40,Some-college,Married-civ-spouse,Sales,White,Male,United-States
58,Some-college,Married-civ-spouse,Sales,White,Male,United-States
32,Some-college,Married-civ-spouse,Sales,White,Male,United-States
46,Some-college,Married-civ-spouse,Sales,White,Male,United-States
41,Some-college,Married-civ-spouse,Sales,White,Male,United-States
33,Some-college,Married-civ-spouse,Sales,White,Male,United-States
47,Some-college,Married-civ-spouse,Sales,White,Male,United-States
33,Some-college,Married-civ-spouse,Sales,White,Male,United-States
50,Some-college,Married-civ-spouse,Sales,White,Male,United-States
56,Some-college,Married-civ-spouse,Sales,White,Male,United-States
66,Some-college,Married-civ-spouse,Sales,White,Male,United-States
23,Some-college,Married-civ-spouse,Sales,White,Male,United-States
38,Some-college,Married-civ-spouse,Sales,White,Male,United-States
49,Some-college,Married-civ-spouse,Sales,White,Male,United-States
35,Some-college,Married-civ-spouse,Sales,White,Male,United-States
73,Some-college,Married-civ-spouse,Sales,White,Male,United-States
37,Some-college,Married-civ-spouse,Sales,White,Male,United-States
35,Some-college,Married-civ-spouse,Sales,White,Male,United-States
49,Some-college,Married-civ-spouse,Sales,White,Male,United-States
40,Some-college,Married-civ-spouse,Sales,White,Male,United-States
26,Some-college,Married-civ-spouse,Sales,White,Male,United-States
32,Some-college,Married-civ-spouse,Sales,White,Male,United-States
68,Some-college,Married-civ-spouse,Sales,White,Male,United-States
60,Some-college,Married-civ-spouse,Sales,White,Male,United-States
38,Some-college,Married-civ-spouse,Sales,White,Male,United-States
53,Some-college,Married-civ-spouse,Sales,White,Male,United-States
57,Some-college,Married-civ-spouse,Sales,White,Male,United-States
46,Some-college,Married-civ-spouse,Sales,White,Male,United-States
46,Some-college,Married-civ-spouse,Sales,White,Male,United-States
28,Some-college,Married-civ-spouse,Sales,White,Male,United-States
69,Some-college,Married-civ-spouse,Sales,White,Male,United-States
50,Some-college,Married-civ-spouse,Sales,White,Male,United-States
43,Some-college,Married-civ-spouse,Sales,White,Male,United-States
77,Some-college,Married-civ-spouse,Sales,White,Male,United-States
49,Some-college,Married-civ-spouse,Sales,White,Male,United-States
61,Some-college,Married-civ-spouse,Sales,White,Male,United-States
32,Some-college,Married-civ-spouse,Sales,White,Male,United-States
32,Some-college,Married-civ-spouse,Sales,White,Male,United-States
54,Some-college,Married-civ-spouse,Sales,White,Male,United-States
33,Some-college,Married-civ-spouse,Sales,White,Male,United-States
57,Some-college,Married-civ-spouse,Sales,White,Male,United-States
68,Some-college,Married-civ-spouse,Sales,White,Male,United-States
41,Some-college,Married-civ-spouse,Sales,White,Male,United-States
35,Some-college,Married-civ-spouse,Sales,White,Male,United-States
31,Some-college,Married-civ-spouse,Sales,White,Male,United-States
55,Some-college,Married-civ-spouse,Sales,White,Male,United-States
22,Some-college,Married-civ-spouse,Sales,White,Male,United-States
31,Some-college,Married-civ-spouse,Sales,White,Male,United-States
35,Some-college,Married-civ-spouse,Sales,White,Male,United-States
43,Some-college,Married-civ-spouse,Sales,White,Male,United-States
47,Some-college,Married-civ-spouse,Sales,White,Male,United-States
25,Some-college,Married-civ-spouse,Sales,White,Male,United-States
36,Some-college,Married-civ-spouse,Sales,White,Male,United-States
26,Some-college,Married-civ-spouse,Sales,White,Male,United-States
26,Some-college,Married-civ-spouse,Sales,White,Male,United-States
63,Some-college,Married-civ-spouse,Sales,White,Male,United-States
31,Some-college,Married-civ-spouse,Sales,White,Male,United-States
37,Some-college,Married-civ-spouse,Sales,White,Male,United-States
32,Some-college,Married-civ-spouse,Sales,White,Male,United-States
53,Some-college,Married-civ-spouse,Sales,White,Male,United-States
60,Some-college,Married-civ-spouse,Sales,White,Male,United-States
50,Some-college,Married-civ-spouse,Sales,White,Male,United-States
45,Some-college,Married-civ-spouse,Sales,White,Male,United-States
61,Some-college,Married-civ-spouse,Sales,White,Male,United-States
58,Some-college,Married-civ-spouse,Sales,White,Male,United-States
37,Some-college,Married-civ-spouse,Sales,White,Male,United-States
34,Some-college,Married-civ-spouse,Sales,White,Male,United-States
41,Some-college,Married-civ-spouse,Sales,White,Male,United-States
36,Some-college,Married-civ-spouse,Sales,White,Male,United-States
30,Some-college,Married-civ-spouse,Sales,White,Male,United-States
66,Some-college,Married-civ-spouse,Sales,White,Male,United-States
66,Some-college,Married-civ-spouse,Sales,White,Male,United-States
43,Some-college,Married-civ-spouse,Sales,White,Male,United-States
67,Some-college,Married-civ-spouse,Sales,White,Male,United-States
72,Some-college,Married-civ-spouse,Sales,White,Male,United-States
40,Some-college,Married-civ-spouse,Sales,White,Male,United-States
54,Some-college,Married-civ-spouse,Sales,White,Male,United-States
52,Some-college,Married-civ-spouse,Sales,White,Male,United-States
34,Some-college,Married-civ-spouse,Sales,White,Male,United-States
53,Some-college,Married-civ-spouse,Sales,White,Male,United-States
56,Some-college,Married-civ-spouse,Sales,White,Male,United-States
42,Some-college,Married-civ-spouse,Sales,White,Male,United-States
49,Some-college,Married-civ-spouse,Sales,White,Male,United-States
23,Some-college,Married-civ-spouse,Sales,White,Male,United-States
45,Some-college,Married-civ-spouse,Sales,White,Male,United-States
36,Some-college,Married-civ-spouse,Sales,White,Male,United-States
48,Some-college,Married-civ-spouse,Sales,White,Male,United-States
25,Some-college,Married-civ-spouse,Sales,White,Male,United-States
54,Some-college,Married-civ-spouse,Sales,White,Male,United-States
56,Some-college,Married-civ-spouse,Sales,White,Male,United-States
60,Some-college,Married-civ-spouse,Sales,White,Male,United-States
39,Some-college,Married-civ-spouse,Sales,White,Male,United-States
47,Some-college,Married-civ-spouse,Sales,White,Male,United-States
50,Some-college,Married-civ-spouse,Sales,White,Male,United-States
44,Some-college,Married-civ-spouse,Sales,White,Male,United-States
30,Some-college,Married-civ-spouse,Sales,White,Male,United-States
68,Some-college,Married-civ-spouse,Sales,White,Male,United-States
50,Some-college,Married-civ-spouse,Sales,White,Male,United-States
43,Some-college,Married-civ-spouse,Sales,White,Male,United-States
52,Some-college,Married-civ-spouse,Sales,White,Male,United-States
46,Some-college,Married-civ-spouse,Sales,White,Male,United-States
44,Some-college,Married-civ-spouse,Sales,White,Male,United-States
63,Some-college,Married-civ-spouse,Sales,White,Male,United-States
62,Some-college,Married-civ-spouse,Sales,White,Male,United-States
35,Some-college,Married-civ-spouse,Sales,White,Male,United-States
41,Some-college,Married-civ-spouse,Sales,White,Male,United-States
54,Some-college,Married-civ-spouse,Sales,White,Male,United-States
60,Some-college,Married-civ-spouse,Sales,White,Male,United-States
54,Some-college,Married-civ-spouse,Sales,White,Male,United-States
55,Some-college,Married-civ-spouse,Sales,White,Male,United-States
53,Some-college,Married-civ-spouse,Sales,White,Male,United-States
37,Some-college,Married-civ-spouse,Sales,White,Male,United-States
45,Some-college,Married-civ-spouse,Sales,White,Male,United-States
43,Some-college,Married-civ-spouse,Sales,White,Male,United-States
31,Some-college,Married-civ-spouse,Sales,White,Male,United-States
54,Some-college,Married-civ-spouse,Sales,White,Male,United-States
35,Some-college,Married-civ-spouse,Sales,White,Male,United-States
57,Some-college,Married-civ-spouse,Sales,White,Male,United-States
54,Some-college,Married-civ-spouse,Sales,White,Male,United-States
42,Some-college,Married-civ-spouse,Sales,White,Male,United-States
38,Some-college,Married-civ-spouse,Sales,White,Male,United-States
35,Some-college,Married-civ-spouse,Sales,White,Male,United-States
32,Some-college,Married-civ-spouse,Sales,White,Male,United-States
43,Some-college,Married-civ-spouse,Sales,White,Male,United-States
59,Some-college,Married-civ-spouse,Sales,White,Male,United-States
54,Some-college,Married-civ-spouse,Sales,White,Male,United-States
26,Some-college,Married-civ-spouse,Sales,White,Male,United-States
34,Some-college,Married-civ-spouse,Sales,White,Male,United-States
33,Some-college,Married-civ-spouse,Sales,White,Male,United-States
46,Some-college,Married-civ-spouse,Sales,White,Male,United-States
44,Some-college,Married-civ-spouse,Sales,White,Male,United-States
30,Some-college,Married-civ-spouse,Sales,White,Male,United-States
33,Some-college,Married-civ-spouse,Sales,White,Male,United-States
51,Some-college,Married-civ-spouse,Sales,White,Male,United-States
58,Some-college,Married-civ-spouse,Sales,White,Male,United-States
38,Some-college,Married-civ-spouse,Sales,White,Male,United-States
35,Some-college,Married-civ-spouse,Sales,White,Male,United-States
52,Some-college,Married-civ-spouse,Sales,White,Male,United-States
33,Some-college,Married-civ-spouse,Sales,White,Male,United-States
51,Some-college,Married-civ-spouse,Sales,White,Male,United-States
42,Some-college,Married-civ-spouse,Sales,White,Male,United-States
32,Some-college,Married-civ-spouse,Sales,White,Male,United-States
41,Some-college,Married-civ-spouse,Sales,White,Male,United-States
41,Some-college,Married-civ-spouse,Sales,White,Male,United-States
31,Some-college,Married-civ-spouse,Sales,White,Male,United-States
49,Some-college,Married-civ-spouse,Sales,White,Male,United-States
46,Some-college,Married-civ-spouse,Sales,White,Male,United-States
32,Some-college,Married-civ-spouse,Sales,White,Male,United-States
44,Some-college,Married-civ-spouse,Sales,White,Male,United-States
26,Some-college,Married-civ-spouse,Sales,White,Male,United-States
41,Some-college,Married-civ-spouse,Sales,White,Male,United-States
52,Some-college,Married-civ-spouse,Sales,White,Male,United-States
44,Some-college,Married-civ-spouse,Sales,White,Male,United-States
35,Some-college,Married-civ-spouse,Sales,White,Male,United-States
38,Some-college,Married-civ-spouse,Sales,White,Male,United-States
58,Some-college,Married-civ-spouse,Sales,White,Male,United-States
45,Some-college,Married-civ-spouse,Sales,White,Male,United-States
30,Some-college,Married-civ-spouse,Sales,White,Male,United-States
54,Some-college,Married-civ-spouse,Sales,White,Male,United-States
54,Some-college,Married-civ-spouse,Sales,White,Male,United-States
35,Some-college,Married-civ-spouse,Sales,White,Male,United-States
39,Some-college,Married-civ-spouse,Sales,White,Male,United-States
43,Some-college,Married-civ-spouse,Sales,White,Male,United-States
27,Some-college,Married-civ-spouse,Sales,White,Male,United-States
59,Some-college,Married-civ-spouse,Sales,White,Male,United-States
74,Some-college,Married-civ-spouse,Sales,White,Male,United-States
45,Some-college,Married-civ-spouse,Sales,White,Male,United-States
59,Some-college,Married-civ-spouse,Sales,White,Male,United-States
24,Some-college,Married-civ-spouse,Sales,White,Male,United-States
58,Some-college,Married-civ-spouse,Sales,White,Male,United-States
49,Some-college,Married-civ-spouse,Sales,White,Male,United-States
58,Some-college,Married-civ-spouse,Sales,White,Male,United-States
50,Some-college,Married-civ-spouse,Sales,White,Male,United-States
62,Some-college,Married-civ-spouse,Sales,White,Male,United-States
59,Some-college,Married-civ-spouse,Sales,White,Male,United-States
38,Some-college,Married-civ-spouse,Sales,White,Male,United-States
50,Some-college,Married-civ-spouse,Sales,White,Male,United-States
34,Some-college,Married-civ-spouse,Sales,White,Male,United-States
41,Some-college,Married-civ-spouse,Sales,White,Male,United-States
60,Some-college,Married-civ-spouse,Sales,White,Male,United-States
31,Some-college,Married-civ-spouse,Sales,White,Male,United-States
32,Some-college,Married-civ-spouse,Sales,White,Male,United-States
46,Some-college,Married-civ-spouse,Sales,White,Male,United-States
51,Some-college,Married-civ-spouse,Sales,White,Male,United-States
68,5th-6th,Married-spouse-absent,Sales,White,Male,United-States
39,Bachelors,Married-spouse-absent,Sales,White,Male,United-States
48,Bachelors,Married-spouse-absent,Sales,White,Male,United-States
22,HS-grad,Married-spouse-absent,Sales,White,Male,United-States
30,HS-grad,Married-spouse-absent,Sales,White,Male,United-States
22,HS-grad,Married-spouse-absent,Sales,White,Male,United-States
50,HS-grad,Married-spouse-absent,Sales,White,Male,United-States
33,HS-grad,Married-spouse-absent,Sales,White,Male,United-States
25,Some-college,Married-spouse-absent,Sales,White,Male,United-States
17,10th,Never-married,Sales,White,Male,United-States
